Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата	Тип даты
52.44899	158.19577	Вулкан Мутновский	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-07-01	q
52.44899	158.19577	Вулкан Мутновский	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-04-01	q
52.44899	158.19577	Вулкан Мутновский	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-01-01	q
52.44899	158.19577	Вулкан Мутновский	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2020-01-01	y
52.44899	158.19577	Вулкан Мутновский	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2019-01-01	y
52.44899	158.19577	Вулкан Мутновский	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-01-01	y
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2020-10-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2020-07-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2020-04-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2020-01-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2019-10-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2019-07-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2019-04-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2019-01-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2018-10-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2018-07-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2018-04-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2018-01-01	q
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2020-01-01	y
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2019-01-01	y
56.05345	160.64137	Ключевская сопка	п. Ключи Россия	Достопримечательности	Парки	2018-01-01	y
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-10-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-07-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-04-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-01-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-10-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-07-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-04-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-01-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-10-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-07-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-04-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-01-01	q
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-01-01	y
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-01-01	y
53.01273	158.64275	Мемориальный комплекс сопки Никольской	улица Красинцев, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-01-01	y
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2020-10-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2020-07-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2020-04-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2020-01-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2019-10-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2019-07-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2019-04-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2019-01-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2018-10-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2018-07-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2018-04-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2018-01-01	q
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2020-01-01	y
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2019-01-01	y
54.50035	160.00694	Кальдера вулкана Узон	Елизово Россия	Достопримечательности	Парки	2018-01-01	y
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2020-10-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2020-07-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2020-04-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2020-01-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2019-10-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2019-07-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2019-04-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2019-01-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2018-10-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2018-07-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2018-04-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2018-01-01	q
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2020-01-01	y
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2019-01-01	y
54.69473	158.61899	Быстринский краеведческий музей	Советская улица, Эссо 684310 Россия	Достопримечательности	Музеи	2018-01-01	y
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2020-10-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2020-07-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2020-04-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2020-01-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2019-10-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2019-07-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2019-04-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2019-01-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2018-10-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2018-07-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2018-04-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2018-01-01	q
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2020-01-01	y
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2019-01-01	y
55.845524	160.32028	Острый и Плоский Толбачик	п. Ключи Россия	Достопримечательности	Парки	2018-01-01	y
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2020-10-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2020-07-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2020-04-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2020-01-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2019-10-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2019-07-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2019-04-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2019-01-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2018-10-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2018-07-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2018-04-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2018-01-01	q
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2020-01-01	y
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2019-01-01	y
53.018593	158.64723	Никольская сопка	Красинцев, 11, Петропавловск-Камчатский 683000 Россия	Достопримечательности	Парки	2018-01-01	y
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2020-10-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2020-07-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2020-04-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2020-01-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2019-10-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2019-07-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2019-04-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2019-01-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2018-10-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2018-07-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2018-04-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2018-01-01	q
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2020-01-01	y
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2019-01-01	y
53.04441	158.65941	Свято-Троицкий кафедральный собор	ул. Владивостокская, 18, Петропавловск-Камчатский 683046 Россия	Достопримечательности	Культурные объекты	2018-01-01	y
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-10-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-07-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-04-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-01-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-10-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-07-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-04-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-01-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-10-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-07-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-04-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-01-01	q
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2020-01-01	y
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2019-01-01	y
53.02539	158.64268	Памятник Петру и Павлу	ул. Озерновская Коса, Петропавловск-Камчатский Россия	Достопримечательности	Культурные объекты	2018-01-01	y
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2020-10-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2020-07-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2020-04-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2020-01-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2019-10-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2019-07-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2019-04-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2019-01-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-10-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-07-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-04-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-01-01	q
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2020-01-01	y
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2019-01-01	y
52.436134	158.47855	Бухта Русская	Петропавловск-Камчатский Россия	Достопримечательности	Парки	2018-01-01	y
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2020-10-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2020-07-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2020-04-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2020-01-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2019-10-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2019-07-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2019-04-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2019-01-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2018-10-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2018-07-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2018-04-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2018-01-01	q
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2020-01-01	y
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2019-01-01	y
53.3225	157.53842	Малкинские горячие источники	Малка Россия	Достопримечательности	Парки	2018-01-01	y
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2020-10-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2020-07-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2020-04-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2020-01-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2019-10-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2019-07-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2019-04-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2019-01-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2018-10-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2018-07-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2018-04-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2018-01-01	q
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2020-01-01	y
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2019-01-01	y
53.02397	158.64452	Туристическая база "Камчатинтур"	50 км от Петропавловска-Камчатского, Петропавловск-Камчатский 683003 Россия	Туризм/транспорт	Отели	2018-01-01	y
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2020-10-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2020-07-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2020-04-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2020-01-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2019-10-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2019-07-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2019-04-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2019-01-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2018-10-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2018-07-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2018-04-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2018-01-01	q
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2020-01-01	y
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2019-01-01	y
55.92514	158.69392	Частное имение "Южная"	ул. Южная, д. 56, Эссо 684350 Россия	Туризм/транспорт	Отели	2018-01-01	y
53.0689	158.58835	Hotel Arsenev	Ulitsa Arseneva 1, Петропавловск-Камчатский 683902 Россия	Туризм/транспорт	Отели	2020-10-01	q
